Burst Name,x_min,y_min,x_max,y_max,num_clusters,has_multiple_clusters
GRB050525A,301.4624500819615,78.21959776197161,341.63667558942524,410.3065987723214,2,False
GRB050528,307.5114041841947,68.00614938980492,366.25957469451123,304.8218078613281,5,True
GRB050528,310.8460159301758,56.46675968170166,364.21047592163086,406.36595916748047,5,True
GRB050528,304.6724914550781,174.82687072753907,326.4325012207031,316.90687866210936,5,True
GRB050603,295.33774128366025,66.57350377833593,359.71858312728557,404.8359131508685,3,True
GRB050603,275.99431762695315,368.22315673828126,305.95795288085935,400.5867919921875,3,True
GRB050607,336.96298522949223,205.6391403198242,363.80303344726565,303.13184407552086,2,True
GRB050607,282.291087049119,65.34689598895135,346.1448422695728,308.73029473487367,2,True
GRB050701,258.68497194562644,185.65186473301478,297.31215122767856,394.5185034615653,3,True
GRB050701,370.17838346041174,285.6140617957481,404.0464395376352,406.15611736591046,3,True
GRB050701,287.49836072054774,67.09249721873881,348.86682336980647,404.0625624223189,3,True
GRB050712,358.6729300362723,74.12546720958892,392.06483096168154,242.62948172433033,5,True
GRB050712,270.04989271897534,73.3583428309514,380.95140779935394,259.4878129225511,5,True
GRB050712,311.1893056233724,64.74724006652832,395.72914123535156,386.44305928548175,5,True
GRB050713A,264.28861860795456,331.63563537597656,285.06207968971944,399.7015366987749,3,True
GRB050713A,297.9562454223633,66.28248405456549,340.84990374247235,399.46165657043457,3,True
GRB050713A,347.2366065979004,348.65918477376295,376.00479253133136,393.4808756510417,3,True
GRB050713B,259.7627599188622,84.65066593251329,335.13535584794715,354.67468846097904,2,True
GRB050713B,148.8027561732701,91.24350357055664,176.29046085902627,388.3103288922991,2,True
GRB050714B,290.72606928208296,71.97544625226189,371.3927307128906,272.07059792911303,3,True
GRB050714B,144.85094261169434,95.39378356933594,183.9707355499268,279.7899341583252,3,True
GRB050715,354.21717267717634,92.23268105643135,389.6107809884208,304.97112862723213,2,True
GRB050715,256.14793548583987,197.99217529296874,289.6380218505859,368.4827362060547,2,True
GRB050716,284.6035233618508,95.3922154601191,360.30500986878303,352.5306327712368,2,False
GRB050717,258.8057578404744,67.72231833140054,317.7295316060384,401.1628278096517,2,False
GRB050721,261.8170362773694,66.40191780893426,306.6612886127673,328.8138162713302,2,True
GRB050721,258.89160572398794,76.2263516512784,353.2568858753551,416.21516557173294,2,True
GRB050724,257.289226366126,67.05710962544322,283.02527784264606,387.790459010912,2,True
GRB050724,337.7890908377511,318.7233080182757,389.22652544294084,387.5510450090681,2,True
GRB050726,333.8088042590083,68.77785375166913,394.848069794324,342.79791197484855,2,True
GRB050726,295.8377151489258,191.94200134277344,330.76269785563153,371.7530288696289,2,True
GRB050730,276.9987463378906,72.43631278991698,354.71048767089843,335.9173565673828,2,True
GRB050730,346.36589965820315,221.73067932128905,416.4568237304687,327.60341186523436,2,True
GRB050801,327.2193908691406,306.7975769042969,358.09747924804685,364.13983154296875,2,True
GRB050801,268.8839518229167,66.6699712276459,325.58052889506024,372.1186415354411,2,True
GRB050802,265.984848290159,73.29929622850923,344.56697109289337,362.32246265076753,2,True
GRB050802,352.479922207919,248.67299860174006,377.2745278098366,357.56994074041194,2,True
GRB050803,359.3605093607089,68.11954861152462,384.9288501274295,340.9685892244665,4,True
GRB050803,273.9903259277344,94.16015625,294.55487060546875,223.41685703822546,4,True
GRB050803,260.8457314627512,73.14658228556314,322.32000441778274,345.8207513718378,4,True
GRB050813,318.93739526922053,67.83937783674759,343.9548742120916,335.2042319557884,3,True
GRB050813,224.94433871182528,150.96638211337003,255.00863647460938,327.08125443892044,3,True
GRB050813,381.57000732421875,196.3862518310547,402.49000244140626,291.9062561035156,3,True
GRB050814,267.3407225975624,80.95969911722035,329.1342990581806,321.5430561945989,2,True
GRB050814,111.98768043518066,150.29858779907227,128.14325332641602,366.52256774902344,2,True
GRB050815,306.00341796875,275.88636779785156,359.7423909505208,349.6187235514323,2,True
GRB050815,312.2183997112772,64.70145920048589,348.0779976222826,334.7692910899287,2,True
GRB050819,295.94360416493515,83.85672224328873,355.84388505651594,284.80105980406415,2,True
GRB050819,292.82006399972096,62.77174840654646,383.60770089285717,422.75983101981024,2,True
GRB050820A,357.5496008041057,68.61910580574195,394.6530112408578,396.5320976744307,2,True
GRB050820A,267.39139484223864,258.00537000383645,299.7901931036087,392.7796303885324,2,True
GRB050820B,289.9526557922363,257.6259541511535,315.42262172698975,385.8138246536255,3,True
GRB050820B,309.83054796854657,66.18685197830197,367.79558817545575,389.89783032735187,3,True
GRB050822,274.50629212135493,93.458508203196,317.06999490427415,363.7789437937182,2,True
GRB050822,346.3218776157924,282.37329537527893,372.7311771937779,360.504383632115,2,True
GRB050824,293.4390770164696,121.15397314123206,379.2926668734164,258.84048750593854,2,False
GRB050826,293.28235244750977,86.57977104187012,338.3569641113281,426.5005340576172,5,True
GRB050826,272.7291247393634,81.07368015598605,319.48351555901604,269.4113538587415,5,True
GRB050826,371.8016615647536,120.28490565373347,392.8035794771635,282.60380084698016,5,True
GRB050827,285.8372923533122,71.25697215398145,355.87233543395996,377.0915126800537,3,True
GRB050827,352.638425386869,266.82259251521174,381.42295720027045,382.4912367600661,3,True
GRB050904,259.8556950887044,96.54139455159505,359.5921173095703,416.17185974121094,2,True
GRB050904,289.84758259699896,69.83120147998517,346.96164175180286,203.87153185330902,2,True
GRB050908,282.15072377522785,65.96110630035403,371.45628992716473,343.9910888671875,3,True
GRB050908,194.25,267.21667098999023,204.5,326.7166748046875,3,True
GRB050911,284.85605812072754,65.36929015318557,323.14567375183105,352.21772893269855,2,True
GRB050911,338.2820836117393,179.0220866956209,374.9122981021279,340.8781778435958,2,True
GRB050915A,269.4483317622432,76.22071018925422,329.4054582383897,358.4865702876338,3,True
GRB050915A,345.240366254534,220.12299510410855,373.34301103864397,363.76734706333707,3,True
GRB050915B,266.51990408267613,76.6892934835182,364.48181325084755,359.5898414467866,2,True
GRB050915B,129.85330963134766,194.25103759765625,153.00025939941406,380.95824432373047,2,True
GRB050916,287.40020482680376,91.56240193984088,344.9948844161688,240.53348825492114,2,True
GRB050916,83.98689270019531,123.64827346801758,145.45204162597656,414.0089874267578,2,True
GRB050922B,370.10498428344727,144.86014366149902,394.24826431274414,306.7897491455078,4,True
GRB050922B,273.36604963030135,80.67695644923619,302.62255096435547,279.74105290004184,4,True
GRB050922B,274.0382905847886,74.60713465073529,318.1693420410156,413.72644401999077,4,True
GRB050922C,309.93882890181106,68.36222619721384,350.2944465406013,395.2082676743016,2,True
GRB050922C,306.6991271972656,63.65974862234933,349.8758544921875,422.4871128627232,2,True
GRB050925,315.34444394318956,67.99938848744269,338.69181093962294,349.8554621157439,2,True
GRB050925,314.2566820227581,62.944184510604195,340.65348351520043,404.06440801205844,2,True
GRB051001,332.4461877005441,71.04369762965612,388.7720707484654,283.7130516597203,3,True
GRB051001,318.7096906389509,55.29855264936175,388.78048924037387,383.4123753138951,3,True
GRB051001,277.0638008117676,150.22840976715088,313.82204818725586,313.76337242126465,3,True
GRB051006,371.9837297712054,225.5267464773995,401.0287573678153,343.47426169259205,2,True
GRB051006,284.7067298110651,72.19682849183371,354.5587724958147,346.04369712362484,2,True
GRB051008,308.1394230011971,136.75393073789533,386.04424605831025,396.9735501197076,2,False
GRB051016A,273.7446655273438,66.67317784627275,330.26920640733505,331.28412068684895,3,True
GRB051016A,349.78132388466287,210.41685244911594,379.8675023129112,319.98166536030016,3,True
GRB051016B,310.01721645923374,65.84638173529443,345.98812411693814,379.2929492706948,2,False
GRB051021B,261.32373981086573,72.83003592977718,342.11818087830835,353.27562542350927,2,False
GRB051105A,308.2366027832031,65.57410648890904,340.3133239746094,394.8211212158203,2,True
GRB051105A,311.71720064603363,67.20672798156738,342.21429325984076,294.0897521972656,2,True
GRB051109A,260.84289105733234,64.15260493755335,309.7677396138509,372.4116789499919,2,True
GRB051109A,322.28761715359155,278.54516516791443,380.9076792399089,363.3920152452257,2,True
GRB051109B,293.45118713378906,59.67968068804059,366.18451145717074,401.6677049909319,5,True
GRB051109B,295.9156415385585,67.274657218687,362.97030147429433,302.29898465064264,5,True
GRB051111,268.8009786605835,77.57891233762105,353.8671073913574,392.40095074971515,2,False
GRB051113,286.5921384121509,66.25761308061317,342.2907117478391,374.2807370449634,3,True
GRB051113,364.0051767777424,243.3657214106346,388.9724476094148,363.661662821867,3,True
GRB051113,258.2407467004025,175.55663368918678,289.7292952104048,367.6689536354759,3,True
GRB051117A,269.03894497485874,72.71131913205411,375.629743860123,329.66261778486535,2,False
GRB051117B,304.075858132881,83.53460927595172,354.2789301286664,322.7917068213747,2,False
GRB051210,433.7323890099159,243.34742326002856,471.8476867675781,335.19532071627106,2,True
GRB051210,311.98401304732926,71.48203330816227,340.26510691088305,366.44238565134447,2,True
GRB051213,335.9759357997349,68.85194546835763,390.0118898664202,279.1165749686105,5,True
GRB051213,256.9098358154297,86.90535616874695,313.63516426086426,273.9493918418884,5,True
GRB051213,291.39994642469617,55.111038313971626,377.8381178114149,406.20702785915796,5,True
GRB051213,159.40177001953126,91.8005874633789,196.1658233642578,355.54128112792966,5,True
GRB051221A,310.90906982421876,65.56583133273655,342.37658352322046,407.48558213975696,2,False
GRB051221B,290.55597571170694,78.77961430405126,356.46560807661575,294.88487752278644,2,False
GRB051227,257.5632115239682,66.5750816179359,297.9510736880095,358.66422968325406,3,True
GRB051227,290.08373369489397,247.62421744210383,320.71456473214283,343.650148664202,3,True
GRB060102,295.48005445075756,101.96808803442754,338.4636443167022,300.1307671286843,2,False
GRB060105,298.2292706298828,80.6038837178547,348.89894938151036,399.2454874674479,3,True
GRB060105,260.40867031321807,262.0838609583236,288.8628872142118,403.54284757726333,3,True
GRB060108,290.80652699571976,69.15205886516166,360.4991416119515,363.35204980728474,3,False
GRB060109,337.12552281429896,67.12360683240387,377.7167342336554,317.97045496890416,5,True
GRB060109,516.893310546875,134.1811737060547,549.6141235351563,398.95704956054686,5,True
GRB060109,272.35418107774524,81.06750721401639,324.584465874566,410.2535044352213,5,True
GRB060109,262.79311455620666,110.41499356870297,291.07091267903644,312.0785228587963,5,True
GRB060110,269.49817689259845,67.38593459129335,376.2978852589925,371.8500048319499,2,True
GRB060110,335.96677856445314,267.4645080566406,363.4085205078125,369.6491333007813,2,True
GRB060111A,283.2745794480847,66.6119255558137,368.2344163463962,369.0689175513483,5,True
GRB060111A,290.2634582519531,66.07890605926514,351.56900787353516,400.2094612121582,5,True
GRB060111B,258.26258460511553,67.47224994415936,336.1430066697141,343.8618271198678,2,True
GRB060111B,359.8144732388583,157.9052234996449,391.49891523881394,343.8914843472567,2,True
GRB060115,286.86559600830077,175.36174945831294,331.7274101257324,368.35050735473635,3,True
GRB060115,349.8166762642238,65.65439518638277,396.73565209430194,379.3194480564283,3,True
GRB060116,300.9136642197431,70.46086140002232,362.33796355683927,329.09676451602223,3,True
GRB060116,377.22509002685547,165.96648788452148,396.3606211344401,322.7066116333008,3,True
GRB060116,249.52377319335938,186.54785156249997,270.71569485134546,324.04280259874133,3,True
GRB060117,298.42499298745014,68.03158877758267,364.3944461903673,406.6850709306433,4,True
GRB060117,271.02160562051307,147.6708637959248,299.5564484467377,406.91001108530406,4,True
GRB060117,332.9575500488281,233.6209520612444,358.44700840541293,396.3204432896205,4,True
GRB060124,293.12005208333335,64.39194564819334,356.56513061523435,407.60476684570307,2,True
GRB060124,304.0928010940552,93.24251973628998,347.34160804748535,266.10948777198786,2,True
GRB060202,282.0898465243253,96.45817843350497,381.4872381036932,392.71792047674006,4,True
GRB060202,259.4040904574924,68.26602660285103,302.33527967664935,315.9502436319987,4,True
GRB060202,339.3998498535156,116.86162078857423,384.5400805664063,300.5428942871094,4,True
GRB060203,396.2144775390625,147.02789688110352,415.89149983723956,260.01919809977215,5,True
GRB060203,277.61958232678865,75.82084173905221,377.2769919947574,268.16881360505755,5,True
GRB060203,293.739501953125,65.17064242892795,379.23648410373266,389.3968302408854,5,True
GRB060203,274.3909854888916,131.22869491577148,296.32690811157227,259.0834484100342,5,True
GRB060204B,259.404477177834,67.708533462213,317.5439010931521,376.9827793666295,2,True
GRB060204B,338.6870844914363,287.288825401893,363.8335289588341,379.83612295297473,2,True
GRB060206,290.5705918021824,67.56257264510445,350.413958342179,388.7942949377972,2,False
GRB060210,384.21990966796875,326.7143859863281,411.78112284342444,373.2506917317708,3,True
GRB060210,316.42776658799914,71.13028434470844,360.67826165093317,382.65145902280454,3,True
GRB060210,267.5195529822147,241.42946601636478,289.8026012073864,385.2256210789536,3,True
GRB060211A,266.62542385525177,68.91372059009693,328.1432043004919,297.67799207899304,5,True
GRB060211A,340.09851328531903,84.77031421661377,387.8184242248535,296.07915751139325,5,True
GRB060211A,283.39305232121393,71.7891112107497,396.1520456167368,384.0272850623498,5,True
GRB060211A,265.4024937947591,65.15444819132487,324.0967712402344,391.4051055908203,5,True
GRB060211B,365.0692952473958,226.7949727376302,394.7830810546875,338.1391296386719,3,True
GRB060211B,255.27557046072823,193.96141815185547,285.3902478899275,343.60246712820873,3,True
GRB060211B,296.1883176167806,65.90414047241217,356.59689648946124,342.77738126118976,3,True
GRB060219,365.97776559682995,66.71800055870642,401.81337092472955,284.36480126014123,5,True
GRB060219,274.5106366475423,118.80332120259604,336.4883906046549,289.8485959370931,5,True
GRB060219,343.202397664388,62.317815907796216,403.544590250651,378.73793334960936,5,True
GRB060223A,292.6740144093831,65.87047251065573,357.5061098734538,364.0686028798421,2,True
GRB060223A,311.92467922634546,216.11332533094617,339.8328687879774,327.30552164713544,2,True
GRB060223B,302.75476189379424,67.7908274092764,364.1326743071934,387.2269684413694,2,True
GRB060223B,302.6125,227.38125,318.4125,366.38125,2,True
GRB060306,257.6354973687065,67.79802725050172,306.2127204047309,403.6573059082031,2,True
GRB060306,326.50575758771197,313.57456635265805,356.9278538401534,396.8136131472704,2,True
GRB060312,293.37684631347656,66.65098493926388,385.2553387077487,378.2154248295998,2,True
GRB060312,266.0339855617947,246.25797441270623,302.818371242947,374.95097181532117,2,True
GRB060313,316.3191196017795,67.21330329047309,344.27894829644094,408.98401828342014,2,False
GRB060319,299.876229095459,66.71815958023072,355.24436416625974,282.03811569213866,5,True
GRB060319,348.4253096147017,184.72459411621094,364.6162026145241,273.9926202947443,5,True
GRB060319,287.960205078125,64.43399047851562,347.82896118164064,427.3332275390625,5,True
GRB060322,540.4774169921875,208.17730712890625,561.6294991629464,391.70017787388394,5,True
GRB060322,333.4888548674407,72.6410044210929,371.44413870352287,362.80941207320603,5,True
GRB060322,269.3519023895264,199.58927955627445,311.0970123291016,357.08447418212893,5,True
GRB060323,284.0119758274244,120.32872158548106,351.3548696766729,281.6498250546663,3,True
GRB060323,288.9914523037997,112.44218583540483,333.439677845348,411.13896872780543,3,True
GRB060403,266.94177500406903,68.1941501072475,364.2251470656622,235.68984658377508,2,True
GRB060403,276.0458766392299,65.8044673374721,368.07444981166293,406.89018903459817,2,True
GRB060413,271.00939974577534,67.36637148649794,347.99184649923575,354.36074431046194,3,True
GRB060413,196.00753021240234,153.51618347167968,226.63099060058593,399.12603759765625,3,True
GRB060418,305.0735119235131,85.87153631641016,342.5272384151336,395.62620101436494,3,True
GRB060418,334.6437530517578,358.3888671875,361.5275909423828,400.9595703125,3,True
GRB060421,285.0402549107869,66.70062160491943,342.1599013010661,382.25192705790204,2,True
GRB060421,320.38134002685547,215.3399200439453,354.7062187194824,381.3100814819336,2,True
GRB060424,369.26775487263996,186.29604021708172,395.74105962117517,307.1501242319743,3,True
GRB060424,303.8402271270752,66.6837299664816,350.3573112487793,314.08418464660645,3,True
GRB060424,265.7563145078461,210.4258735919821,302.53138048895477,308.5854208058324,3,True
GRB060427,268.5248156956264,69.99754592350551,327.5148893083845,274.6837539672851,4,True
GRB060427,298.81090291341144,89.35999022589789,364.16808234320746,394.1873287624783,4,True
GRB060428A,338.56089181611026,297.8463134765625,393.4845812248461,385.3921111135772,2,True
GRB060428A,268.7715028803399,65.32955697242252,336.36021585667385,388.64998935131314,2,True
GRB060428B,263.9119371202257,68.5032280815972,338.6538987901476,322.85144890679254,2,True
GRB060428B,393.1171162923177,180.17845153808594,430.030510796441,328.5922546386719,2,True
GRB060501,277.68649789561397,65.68271379885459,344.08718474014944,359.0093247786812,4,True
GRB060501,347.66670735677087,272.423149617513,373.69554036458334,345.59686279296875,4,True
GRB060502A,259.9547227647569,66.62570194668243,354.58524712456597,380.1373935275608,2,True
GRB060502A,371.2290863037109,324.3199279785157,410.16456604003906,373.5002716064453,2,True
GRB060502B,315.22688224098897,66.82954597473145,342.1238250732422,340.08327380093664,2,False
GRB060507,260.8680210942807,67.27248142076576,329.1457907635233,355.9681306921917,3,True
GRB060507,340.3275338632089,206.20272827148438,379.2732815212674,353.50320491084346,3,True
GRB060510A,282.50444952646893,65.82399185498551,359.48293749491376,405.4706064860026,3,True
GRB060510A,327.53953829678625,302.8520424582741,355.1737317171964,394.60641063343394,3,True
GRB060510B,280.56638081868493,64.89600009009956,348.9474044073196,354.79534694126676,5,True
GRB060510B,356.7028281471946,120.72435829856178,388.86285122958094,352.1168906471946,5,True
GRB060510B,365.3284057617187,326.3272674560547,365.3284057617187,326.3272674560547,5,True
GRB060510B,342.9547485351562,110.52407836914062,357.35474853515626,122.9240783691406,5,True
GRB060510B,263.1425382173978,186.52030240572415,285.5208235520583,336.3239217904898,5,True
GRB060512,312.1483123779297,61.247678565979,369.5005218505859,418.7460205078125,3,True
GRB060512,307.74729300834036,67.13154746390677,367.169976311761,296.7314774796769,3,True
GRB060515,273.60546493530273,72.02138257026672,358.6551628112793,425.3465385437012,2,True
GRB060515,276.00344811416255,75.32281149887457,350.32373121308115,227.47376493128334,2,True
GRB060516,300.92127278645836,71.7944819132487,370.5678019205729,349.06602783203124,2,True
GRB060516,118.23861312866211,67.07889556884766,321.44933319091797,381.30091857910156,2,True
GRB060522,344.01078605651855,82.90909886360168,381.60928535461426,312.1569175720215,5,True
GRB060522,272.54702220243564,64.8538683723001,342.33202227424175,409.43527580710014,5,True
GRB060522,345.4791666666667,94.25,358.4791666666667,207.08333333333331,5,True
GRB060522,267.76945877075195,69.95491647720337,390.9686336517334,298.8851852416992,5,True
GRB060522,273.09900723970856,84.77247604956995,300.8273767324594,298.1486123891977,5,True
GRB060526,352.05872969193894,211.03402848677194,381.6239922263406,388.03662664240056,3,True
GRB060526,259.987735748291,67.4572194417317,291.0519758860271,392.2809480031331,3,True
GRB060602A,273.07345818413626,77.71025831434461,367.4032809787326,316.63080410427517,2,True
GRB060602A,476.72683334350586,101.08775615692139,515.5311851501465,351.48998641967773,2,True
GRB060604,332.0182342529297,86.72917175292969,365.0182342529297,174.5625,5,True
GRB060604,331.4936815344769,68.4712385094684,370.5531669284986,276.982141909392,5,True
GRB060604,296.37915378146704,64.04017469618056,364.21761745876734,400.2607116699219,5,True
GRB060604,284.49870921947337,82.98435606779876,311.9520263671875,278.6296714500145,5,True
GRB060605,264.56553696141094,161.2471521550959,295.92603833747637,333.5890965317235,2,True
GRB060605,350.35856893788207,69.18033931566325,397.77408832052487,334.09170465884,2,True
GRB060607A,356.1359294544567,272.6497882496227,381.2649654041637,380.4500843394886,2,True
GRB060607A,271.9841847521194,65.79599924290434,335.9249501329787,382.6512074571975,2,True
GRB060607B,265.9237773548473,71.34647306962445,345.1797607421875,340.78739790482956,2,True
GRB060607B,318.77950177873885,213.37179129464283,358.4590846470424,310.80114310128346,2,True
GRB060614,256.6176213803499,67.0431364308233,372.439840565557,406.97792650305706,5,True
GRB060614,256.2685736083984,66.63298477172852,285.6808349609375,396.48747680664064,5,True
GRB060614,314.43040771484374,302.6066772460938,332.03040771484376,385.8866882324219,5,True
GRB060614,278.47816467285156,174.44045554267035,337.5606519911024,397.4786648220486,5,True
GRB060707,261.6023626992869,122.13211751538653,300.89371934047966,337.61710091524344,3,True
GRB060707,330.6823251761642,70.85918381634882,390.8379187490426,341.0759989420573,3,True
GRB060708,289.092566956865,67.31708080210586,350.1177114933095,383.7336094633062,2,False
GRB060712,304.2654574647242,72.08741316503412,362.94751474808675,282.9954721878986,4,True
GRB060712,352.28475080217635,160.51030622209822,435.9754202706473,293.7133353097098,4,True
GRB060712,266.0149579729353,155.53501674107144,290.9079469953265,281.68041338239397,4,True
GRB060712,305.1256357828776,83.97940063476562,355.5971221923828,414.4984130859375,4,True
GRB060714,258.8946422576904,106.9268856048584,308.13150558471676,353.31971740722656,5,True
GRB060714,330.2759287308673,71.01662826538085,388.67173113141735,350.28531677868904,5,True
GRB060717,313.6063490125868,134.58827395968967,345.0034505208333,355.109720187717,2,False
GRB060719,258.320432027181,66.94743338085357,290.84829348609566,388.6846516927083,5,True
GRB060719,320.3481780261528,112.7349710231874,363.6710063655202,387.1171904773247,5,True
GRB060719,273.5078372955322,64.9915132522583,379.6975402832031,418.5818519592285,5,True
GRB060729,255.81928325834724,91.21157800583615,285.28185090564546,347.5726071312314,2,True
GRB060729,322.35134700852996,68.87682334744203,384.9189509177694,334.80497399154973,2,True
GRB060801,305.2220926090163,75.60980933053153,344.0272328902264,353.6316604614258,2,False
GRB060804,324.236304241678,67.64720452350116,389.2172752048658,330.8918039073115,2,True
GRB060804,287.55503540039064,187.64616190592446,327.09202270507814,327.9265543619792,2,True
GRB060805A,350.18665937943894,93.68953011252664,384.78446821732956,406.0278819691051,2,True
