,Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Count,Simple_Proportion,Extended_Proportion,Other_Proportion,Too_Noisy_Proportion,Follow,95%_Verify,99%_Verify,Prop_Verify
1466,GRB230628E,,25,8,2,2,37,0.676,0.216,0.054,0.054,"[19, 14, 2, 0, 1, 3]",Simple,None,None
1467,GRB230723B,,16,3,0,0,19,0.842,0.158,0.0,0.0,"[5, 14, 0, 0, 0, 0]",Simple,Simple,Simple
1468,GRB230728A,,1,1,12,1,15,0.067,0.067,0.8,0.067,"[9, 1, 9, 0, 0, 1]",Other,Other,Other
1469,GRB230802A,,7,21,9,2,39,0.179,0.538,0.231,0.051,"[20, 16, 9, 0, 0, 2]",Extended,Extended,None
1470,GRB230805B,,1,9,2,3,15,0.067,0.6,0.133,0.2,"[5, 4, 5, 0, 1, 4]",Extended,Extended,None
1471,GRB230815A,,29,4,8,4,45,0.644,0.089,0.178,0.089,"[29, 7, 10, 0, 1, 5]",Simple,None,None
1472,GRB230816A,,16,17,7,5,45,0.356,0.378,0.156,0.111,"[7, 26, 8, 0, 2, 8]",Extended,None,None
1473,GRB230818A,,17,19,2,3,41,0.415,0.463,0.049,0.073,"[10, 24, 8, 0, 2, 5]",Extended,Extended,Simple/Extended
1474,GRB230826A,,10,18,16,4,48,0.208,0.375,0.333,0.083,"[14, 17, 25, 0, 3, 7]",Extended,None,None
1475,GRB230903A,,9,2,1,0,12,0.75,0.167,0.083,0.0,"[5, 5, 1, 0, 0, 0]",Simple,None,Simple
1476,GRB231028A,,2,2,24,12,40,0.05,0.05,0.6,0.3,"[2, 1, 2, 0, 24, 37]",Other,None,None
1477,GRB231104A,,4,14,19,1,38,0.105,0.368,0.5,0.026,"[21, 10, 17, 0, 1, 2]",Extended/Other,None,None
1478,GRB231110A,,16,5,0,2,23,0.696,0.217,0.0,0.087,"[1, 20, 0, 0, 0, 2]",Simple,None,None
1479,GRB231111A,,5,12,4,1,22,0.227,0.545,0.182,0.045,"[4, 14, 6, 0, 0, 1]",Extended,Extended,None
1480,GRB231117A,,14,1,0,2,17,0.824,0.059,0.0,0.118,"[13, 3, 0, 0, 0, 2]",Simple,Simple,Simple
1481,GRB231118A,,26,22,1,5,54,0.481,0.407,0.019,0.093,"[23, 20, 6, 0, 2, 7]",Extended,None,Simple/Extended
1482,GRB231129A,,1,0,8,3,12,0.083,0.0,0.667,0.25,"[2, 5, 8, 0, 0, 3]",Other,Other,None
1483,GRB231205B,,2,1,12,1,16,0.125,0.062,0.75,0.062,"[5, 11, 9, 0, 0, 1]",Other,Other,Other
1484,GRB231210B,,15,14,12,2,43,0.349,0.326,0.279,0.047,"[7, 24, 20, 0, 3, 5]",None,None,None
1485,GRB231214A,,3,4,20,1,28,0.107,0.143,0.714,0.036,"[16, 6, 13, 0, 0, 2]",Other,Other,Other
1486,GRB231215A,,12,15,15,1,43,0.279,0.349,0.349,0.023,"[16, 14, 23, 0, 1, 2]",Extended,None,None
