Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Follow
GRB080506,GRB080506_311159.png,0,2,12,30,"[4, 1, 6, 0, 4, 34]"
GRB080515,GRB080515_311658.png,22,7,16,4,"[32, 5, 17, 0, 2, 6]"
GRB080516,GRB080516_311762.png,1,2,13,0,"[11, 1, 6, 0, 0, 0]"
GRB080517,GRB080517_311874.png,9,16,2,8,"[5, 15, 7, 0, 2, 10]"
GRB080520,GRB080520_312047.png,11,0,2,0,"[11, 0, 1, 0, 0, 0]"
GRB080523,GRB080523_312242.png,11,18,9,7,"[3, 23, 14, 0, 1, 9]"
GRB080602,GRB080602_312958.png,0,2,14,1,"[10, 3, 6, 0, 1, 2]"
GRB080603B,GRB080603B_313087.png,0,2,10,2,"[6, 3, 6, 0, 1, 3]"
GRB080604,GRB080604_313116.png,8,6,15,19,"[7, 6, 14, 0, 1, 22]"
GRB080605,GRB080605_313299.png,5,2,15,1,"[10, 4, 13, 0, 2, 3]"
GRB080607,GRB080607_313417.png,2,12,2,0,"[8, 7, 9, 0, 1, 1]"
GRB080613B,GRB080613B_313954.png,4,15,4,0,"[1, 18, 14, 0, 0, 0]"
GRB080623,GRB080623_315080.png,13,13,14,3,"[14, 13, 21, 0, 1, 4]"
GRB080701,GRB080701_315615.png,25,14,0,3,"[7, 30, 2, 0, 1, 4]"
GRB080702A,GRB080702A_315710.png,11,1,0,0,"[10, 0, 2, 0, 0, 0]"
GRB080703,GRB080703_315819.png,14,3,4,2,"[14, 3, 5, 0, 1, 3]"
GRB080707,GRB080707_316204.png,0,5,16,0,"[10, 10, 8, 0, 2, 2]"
GRB080710,GRB080710_316534.png,14,9,11,10,"[12, 14, 14, 0, 2, 13]"
GRB080714,GRB080714_316910.png,26,27,1,1,"[3, 47, 9, 0, 1, 2]"
GRB080721,GRB080721_317508.png,27,19,0,6,"[29, 13, 3, 0, 2, 9]"
GRB080723A,GRB080723A_317662.png,1,4,15,1,"[7, 12, 10, 0, 1, 2]"
GRB080725,GRB080725_317888.png,29,3,14,3,"[31, 6, 16, 0, 1, 4]"
GRB080727A,GRB080727A_318094.png,13,1,3,1,"[14, 0, 2, 0, 1, 2]"
GRB080727B,GRB080727B_318101.png,0,0,11,0,"[10, 1, 4, 0, 0, 0]"
GRB080727C,GRB080727C_318170.png,5,18,20,3,"[10, 27, 26, 0, 2, 5]"
GRB080802,GRB080802_318832.png,8,19,4,16,"[6, 15, 9, 0, 4, 23]"
GRB080804,GRB080804_319016.png,18,19,1,3,"[2, 32, 6, 0, 0, 3]"
GRB080805,GRB080805_319036.png,19,22,4,3,"[4, 42, 5, 0, 0, 3]"
GRB080810,GRB080810_319584.png,0,3,16,3,"[10, 3, 15, 0, 1, 4]"
GRB080903,GRB080903_323542.png,18,26,1,4,"[3, 40, 9, 0, 0, 4]"
GRB080905A,GRB080905A_323870.png,11,0,0,1,"[5, 3, 2, 0, 1, 2]"
GRB080905B,GRB080905B_323898.png,5,26,14,2,"[15, 19, 25, 0, 3, 6]"
GRB080906,GRB080906_323984.png,17,12,12,7,"[13, 16, 19, 0, 1, 9]"
GRB080913,GRB080913_324561.png,29,8,14,2,"[28, 6, 20, 0, 2, 5]"
GRB080915A,GRB080915A_324744.png,9,11,13,9,"[14, 7, 14, 0, 1, 10]"
GRB080915B,GRB080915B_324805.png,12,0,1,0,"[8, 5, 0, 0, 0, 0]"
GRB080916A,GRB080916A_324895.png,5,28,13,2,"[8, 36, 25, 0, 1, 3]"
GRB080916B,GRB080916B_324907.png,5,19,12,5,"[6, 16, 18, 0, 1, 7]"
GRB080919,GRB080919_325268.png,12,1,0,1,"[9, 2, 0, 0, 2, 3]"
GRB080928,GRB080928_326115.png,22,10,9,3,"[26, 13, 9, 0, 0, 4]"
GRB081007,GRB081007_330856.png,11,0,2,0,"[10, 1, 3, 0, 0, 0]"
GRB081008,GRB081008_331093.png,2,12,26,2,"[27, 7, 17, 0, 2, 4]"
GRB081011,GRB081011_331332.png,9,12,12,7,"[8, 18, 11, 0, 2, 11]"
GRB081012,GRB081012_331475.png,19,7,14,2,"[19, 6, 20, 0, 4, 6]"
GRB081016B,GRB081016B_331856.png,12,0,0,0,"[9, 1, 1, 0, 2, 2]"
GRB081022,GRB081022_332399.png,16,13,11,7,"[18, 12, 8, 0, 4, 13]"
GRB081024A,GRB081024A_332516.png,11,0,0,0,"[10, 0, 0, 0, 1, 1]"
GRB081028A,GRB081028A_332851.png,0,11,24,8,"[18, 8, 17, 0, 3, 12]"
GRB081029,GRB081029_332931.png,1,2,2,12,"[2, 0, 2, 0, 1, 13]"
GRB081101,GRB081101_333320.png,11,0,1,0,"[10, 1, 1, 0, 0, 0]"
GRB081102,GRB081102_333427.png,10,16,16,5,"[13, 20, 24, 0, 2, 7]"
GRB081104,GRB081104_333666.png,21,8,13,5,"[24, 6, 11, 0, 2, 7]"
GRB081105A,None,22,1,7,2,"[13, 5, 4, 0, 9, 11]"
GRB081109A,GRB081109A_334112.png,20,28,0,3,"[16, 24, 11, 0, 1, 5]"
GRB081118,GRB081118_334877.png,15,4,11,11,"[15, 6, 10, 0, 2, 13]"
GRB081121,GRB081121_335105.png,3,3,13,3,"[8, 0, 12, 0, 3, 6]"
GRB081126,GRB081126_335647.png,1,1,13,0,"[13, 0, 5, 0, 0, 1]"
GRB081127,GRB081127_335715.png,7,6,8,18,"[9, 4, 8, 0, 4, 22]"
GRB081128,GRB081128_335895.png,15,5,15,3,"[17, 13, 17, 0, 2, 5]"
GRB081203A,GRB081203A_336489.png,20,12,7,5,"[15, 15, 12, 0, 2, 7]"
GRB081210,GRB081210_337073.png,9,18,17,2,"[25, 8, 25, 0, 1, 3]"
GRB081211A,GRB081211A_337115.png,13,0,0,0,"[9, 3, 3, 0, 0, 0]"
GRB081221,GRB081221_337889.png,2,2,11,1,"[7, 7, 8, 0, 0, 1]"
GRB081222,GRB081222_337914.png,23,20,1,5,"[10, 29, 6, 0, 2, 8]"
GRB081226A,GRB081226A_338177.png,13,2,1,2,"[11, 1, 0, 0, 3, 6]"
GRB081228,GRB081228_338338.png,12,0,0,1,"[10, 2, 0, 0, 0, 1]"
GRB081230,GRB081230_338633.png,4,3,17,6,"[9, 6, 14, 0, 2, 9]"
GRB090102,GRB090102_338895.png,0,1,12,1,"[3, 3, 11, 0, 0, 1]"
GRB090107A,GRB090107A_339295.png,4,10,25,4,"[26, 5, 12, 0, 1, 5]"
GRB090111,GRB090111_339696.png,1,2,16,3,"[3, 11, 12, 0, 0, 3]"
GRB090113,GRB090113_339852.png,1,0,10,0,"[7, 3, 5, 0, 1, 1]"
GRB090123,GRB090123_340895.png,14,15,12,5,"[17, 11, 16, 0, 1, 6]"
GRB090129,GRB090129_341504.png,31,16,3,3,"[5, 44, 1, 0, 0, 3]"
GRB090201,GRB090201_341749.png,2,4,18,1,"[11, 20, 11, 0, 1, 2]"
GRB090205,GRB090205_342121.png,14,2,3,0,"[14, 2, 3, 0, 1, 1]"
GRB090301A,GRB090301A_344582.png,1,4,18,0,"[8, 5, 16, 0, 2, 2]"
GRB090305A,GRB090305A_345127.png,20,0,3,1,"[12, 5, 2, 0, 5, 6]"
GRB090307A,GRB090307A_345551.png,3,4,16,29,"[9, 1, 12, 0, 5, 34]"
GRB090308A,GRB090308A_345777.png,3,3,19,22,"[9, 3, 9, 0, 5, 30]"
GRB090309A,GRB090309A_345945.png,12,2,0,0,"[9, 3, 0, 0, 1, 1]"
GRB090313,GRB090313_346386.png,6,2,12,32,"[9, 1, 8, 0, 3, 35]"
GRB090401A,GRB090401A_348128.png,7,2,21,0,"[14, 2, 18, 0, 2, 3]"
GRB090401B,GRB090401B_348152.png,22,15,1,3,"[14, 17, 5, 0, 3, 6]"
GRB090404,GRB090404_348428.png,1,4,14,2,"[9, 6, 12, 0, 1, 3]"
GRB090407,GRB090407_348650.png,3,11,14,22,"[10, 6, 11, 0, 4, 29]"
GRB090410,GRB090410_348929.png,4,5,15,1,"[15, 5, 7, 0, 1, 2]"
GRB090417A,GRB090417A_349447.png,14,1,12,13,"[12, 1, 1, 0, 12, 26]"
GRB090417B,GRB090417B_349450.png,0,0,0,13,"[0, 0, 0, 0, 0, 13]"
GRB090418A,GRB090418A_349510.png,0,14,23,6,"[17, 7, 28, 0, 1, 8]"
GRB090419,GRB090419_349592.png,0,0,1,12,"[0, 0, 0, 0, 1, 13]"
GRB090422,GRB090422_349931.png,2,6,22,1,"[18, 12, 7, 0, 0, 1]"
GRB090423,GRB090423_350184.png,15,2,3,0,"[13, 3, 5, 0, 2, 2]"
GRB090424,GRB090424_350311.png,25,21,7,2,"[27, 20, 15, 0, 2, 5]"
GRB090426,GRB090426_350479.png,11,0,1,1,"[7, 3, 1, 0, 1, 2]"
GRB090429A,GRB090429A_350853.png,16,22,6,6,"[15, 13, 16, 0, 4, 14]"
GRB090429B,GRB090429B_350854.png,11,1,0,0,"[10, 1, 1, 0, 1, 1]"
GRB090509,GRB090509_351525.png,5,6,18,19,"[12, 8, 12, 0, 3, 24]"
GRB090510,GRB090510_351588.png,22,9,2,4,"[22, 9, 4, 0, 1, 5]"
GRB090515,GRB090515_352108.png,14,1,3,2,"[9, 3, 0, 0, 5, 7]"
GRB090516A,GRB090516A_352190.png,8,17,9,7,"[10, 10, 16, 0, 2, 12]"
GRB090518,GRB090518_352420.png,34,22,2,0,"[37, 12, 7, 0, 2, 3]"
GRB090519,GRB090519_352648.png,6,22,14,10,"[4, 17, 24, 0, 4, 15]"
GRB090529A,GRB090529A_353540.png,9,22,11,15,"[2, 26, 9, 0, 6, 24]"
GRB090530,GRB090530_353567.png,5,15,3,0,"[6, 15, 8, 0, 2, 2]"
GRB090531A,GRB090531A_353627.png,20,4,7,1,"[25, 3, 5, 0, 0, 1]"
GRB090531B,GRB090531B_353728.png,8,17,13,4,"[19, 8, 19, 0, 1, 6]"
GRB090607,GRB090607_354299.png,18,11,19,4,"[32, 2, 14, 0, 3, 7]"
GRB090618,GRB090618_355083.png,0,7,21,1,"[7, 12, 20, 0, 1, 2]"
GRB090621A,GRB090621A_355303.png,20,2,22,7,"[17, 6, 5, 0, 19, 29]"
GRB090621B,GRB090621B_355359.png,21,0,5,2,"[17, 1, 2, 0, 7, 9]"
GRB090628,GRB090628_355942.png,11,9,16,2,"[13, 9, 19, 0, 3, 7]"
GRB090708,GRB090708_356776.png,26,5,18,3,"[31, 8, 14, 0, 6, 9]"
GRB090709A,GRB090709A_356890.png,27,8,9,6,"[29, 6, 18, 0, 0, 6]"
GRB090709B,GRB090709B_356912.png,13,13,11,2,"[11, 12, 14, 0, 2, 4]"
GRB090712,GRB090712_357072.png,18,9,9,4,"[21, 3, 11, 0, 4, 9]"
GRB090715A,GRB090715A_357498.png,17,21,4,1,"[21, 14, 12, 0, 1, 2]"
GRB090715B,GRB090715B_357512.png,5,19,24,6,"[36, 5, 21, 0, 1, 7]"
GRB090720A,None,20,1,1,1,"[17, 3, 0, 0, 2, 3]"
GRB090726,GRB090726_358422.png,7,10,17,12,"[15, 5, 15, 0, 1, 13]"
GRB090727,GRB090727_358520.png,9,17,11,13,"[11, 20, 16, 0, 1, 19]"
GRB090728,GRB090728_358574.png,22,20,6,5,"[7, 29, 12, 0, 3, 8]"
GRB090807A,GRB090807A_359378.png,2,4,16,26,"[5, 1, 17, 0, 1, 28]"
GRB090809A,GRB090809A_359530.png,15,3,3,0,"[19, 0, 2, 0, 1, 1]"
GRB090812,GRB090812_359711.png,6,18,20,6,"[15, 7, 26, 0, 5, 11]"
GRB090813,GRB090813_359884.png,10,10,24,4,"[24, 14, 15, 0, 0, 4]"
GRB090814A,GRB090814A_359951.png,2,5,16,23,"[2, 7, 8, 0, 4, 32]"
GRB090827,None,16,0,2,0,"[13, 2, 0, 0, 3, 3]"
GRB090831C,GRB090831C_361489.png,15,21,4,7,"[15, 13, 12, 0, 4, 12]"
GRB090904A,GRB090904A_361830.png,16,11,10,3,"[9, 23, 16, 0, 1, 5]"
GRB090904B,GRB090904B_361831.png,0,6,19,2,"[7, 1, 15, 0, 2, 5]"
GRB090912,GRB090912_362633.png,7,12,27,2,"[17, 27, 25, 0, 1, 5]"
GRB090916,GRB090916_362818.png,4,12,0,2,"[1, 8, 8, 0, 3, 5]"
GRB090926B,GRB090926B_370791.png,24,23,1,5,"[5, 40, 4, 0, 1, 6]"
GRB090927,GRB090927_370846.png,12,0,0,0,"[5, 7, 1, 0, 0, 0]"
GRB090929B,GRB090929B_371050.png,11,18,17,5,"[20, 7, 19, 0, 2, 9]"
GRB091018,GRB091018_373172.png,12,1,0,0,"[6, 5, 0, 0, 1, 1]"
GRB091020,GRB091020_373458.png,25,20,10,3,"[20, 30, 24, 0, 2, 5]"
GRB091024,GRB091024_373674.png,2,18,19,4,"[6, 27, 17, 0, 0, 4]"
GRB091026,GRB091026_373871.png,34,20,2,2,"[17, 35, 4, 0, 2, 4]"
GRB091029,GRB091029_374210.png,1,3,14,3,"[13, 2, 8, 0, 0, 3]"
GRB091102,GRB091102_374598.png,7,6,13,1,"[11, 7, 9, 0, 1, 2]"
GRB091104,GRB091104_374875.png,1,1,3,16,"[2, 1, 3, 0, 2, 18]"
GRB091109A,GRB091109A_375246.png,6,13,9,8,"[7, 16, 15, 0, 1, 9]"
GRB091109B,GRB091109B_375409.png,11,0,0,0,"[8, 0, 0, 0, 3, 3]"
GRB091112,GRB091112_375659.png,28,4,11,3,"[31, 1, 11, 0, 4, 7]"
GRB091127,GRB091127_377179.png,25,11,17,2,"[22, 18, 22, 0, 5, 7]"
GRB091130B,GRB091130B_377487.png,19,18,8,2,"[16, 18, 22, 0, 0, 2]"
GRB091208A,GRB091208A_378554.png,1,12,0,0,"[4, 9, 1, 0, 1, 1]"
GRB091208B,GRB091208B_378559.png,1,4,14,0,"[4, 13, 7, 0, 0, 0]"
GRB091221,GRB091221_380311.png,16,8,16,2,"[22, 5, 19, 0, 2, 4]"
GRB100111A,GRB100111A_382399.png,16,2,3,2,"[13, 5, 5, 0, 2, 4]"
GRB100117A,GRB100117A_382941.png,13,1,1,0,"[10, 2, 1, 0, 1, 1]"
GRB100119A,GRB100119A_383063.png,1,5,18,3,"[8, 1, 19, 0, 0, 3]"
GRB100205A,GRB100205A_411248.png,4,3,12,3,"[8, 2, 10, 0, 4, 8]"
GRB100206A,GRB100206A_411412.png,11,0,2,2,"[10, 0, 0, 0, 3, 5]"
GRB100212A,GRB100212A_412081.png,5,14,22,4,"[26, 6, 19, 0, 1, 5]"
GRB100213A,GRB100213A_412217.png,11,0,0,0,"[10, 0, 0, 0, 1, 1]"
GRB100213B,GRB100213B_412220.png,4,15,3,0,"[3, 15, 8, 0, 0, 1]"
GRB100219A,GRB100219A_412982.png,11,6,17,18,"[12, 2, 19, 0, 6, 25]"
GRB100302A,GRB100302A_414592.png,3,6,15,4,"[5, 0, 14, 0, 5, 10]"
GRB100305A,GRB100305A_414905.png,7,5,19,19,"[10, 5, 14, 0, 6, 26]"
GRB100316A,GRB100316A_416076.png,33,2,9,2,"[21, 8, 10, 0, 5, 8]"
GRB100316B,GRB100316B_416103.png,19,3,5,0,"[11, 9, 4, 0, 4, 4]"
GRB100316C,GRB100316C_416115.png,29,7,10,2,"[21, 17, 11, 0, 3, 7]"
GRB100316D,GRB100316D_416135.png,0,3,2,18,"[2, 2, 2, 0, 0, 18]"
GRB100413A,GRB100413A_419404.png,3,13,20,14,"[13, 9, 18, 0, 4, 19]"
GRB100418A,GRB100418A_419797.png,23,5,18,3,"[27, 9, 11, 0, 6, 10]"
GRB100420A,GRB100420A_419932.png,0,0,1,11,"[0, 0, 1, 0, 0, 11]"
GRB100423A,GRB100423A_420247.png,14,27,2,1,"[0, 39, 4, 0, 1, 3]"
GRB100424A,GRB100424A_420367.png,8,8,9,21,"[7, 9, 14, 0, 3, 24]"
GRB100425A,GRB100425A_420398.png,6,14,21,3,"[17, 14, 17, 0, 4, 8]"
GRB100504A,GRB100504A_421124.png,12,25,6,6,"[16, 18, 18, 0, 3, 9]"
GRB100508A,GRB100508A_421386.png,5,11,12,18,"[12, 7, 13, 0, 2, 21]"
GRB100513A,GRB100513A_421814.png,12,6,15,13,"[8, 7, 13, 0, 4, 20]"
GRB100514A,GRB100514A_421962.png,15,17,12,3,"[3, 32, 15, 0, 0, 3]"
GRB100522A,GRB100522A_422783.png,1,4,12,1,"[10, 7, 4, 0, 1, 2]"
GRB100526A,GRB100526A_423181.png,1,2,20,23,"[5, 3, 17, 0, 2, 25]"
GRB100526B,GRB100526B_423184.png,2,1,12,26,"[6, 2, 9, 0, 3, 29]"
GRB100606A,GRB100606A_424031.png,3,13,4,1,"[2, 14, 11, 0, 0, 1]"
GRB100614A,GRB100614A_424716.png,14,9,9,16,"[7, 15, 12, 0, 2, 21]"
GRB100615A,GRB100615A_424733.png,0,1,11,0,"[0, 6, 6, 0, 1, 1]"
GRB100619A,GRB100619A_424998.png,1,1,8,1,"[6, 2, 4, 0, 0, 2]"
GRB100621A,GRB100621A_425151.png,20,14,12,5,"[30, 6, 23, 0, 1, 6]"
GRB100625A,GRB100625A_425647.png,11,0,0,0,"[10, 0, 0, 0, 1, 1]"
GRB100628A,GRB100628A_426114.png,15,1,3,1,"[13, 0, 1, 0, 5, 7]"
GRB100702A,GRB100702A_426438.png,13,1,0,1,"[10, 2, 1, 0, 0, 2]"
GRB100704A,GRB100704A_426722.png,7,17,14,3,"[30, 3, 22, 0, 1, 4]"
GRB100719A,GRB100719A_429357.png,12,16,11,6,"[9, 14, 16, 0, 6, 12]"
GRB100724A,GRB100724A_429868.png,14,0,1,0,"[13, 2, 1, 0, 0, 0]"
GRB100725A,GRB100725A_429954.png,5,23,12,6,"[7, 21, 17, 0, 4, 12]"
GRB100725B,GRB100725B_429969.png,0,1,11,0,"[5, 6, 8, 0, 0, 0]"
GRB100727A,GRB100727A_430094.png,17,12,10,5,"[5, 29, 14, 0, 0, 5]"
GRB100728A,GRB100728A_430151.png,13,13,14,4,"[14, 6, 21, 0, 4, 8]"
GRB100728B,GRB100728B_430172.png,23,18,1,2,"[7, 26, 6, 0, 1, 4]"
GRB100802A,GRB100802A_430603.png,16,29,6,3,"[5, 38, 10, 0, 5, 9]"
GRB100805A,GRB100805A_430957.png,6,13,22,7,"[14, 2, 26, 0, 4, 11]"
GRB100807A,GRB100807A_431128.png,11,0,1,0,"[8, 1, 0, 0, 2, 2]"
GRB100814A,GRB100814A_431605.png,5,20,24,3,"[9, 27, 32, 0, 1, 4]"
GRB100816A,GRB100816A_431764.png,14,0,0,1,"[11, 1, 0, 0, 2, 3]"
GRB100823A,GRB100823A_432420.png,27,18,0,1,"[1, 40, 5, 0, 0, 1]"
GRB100901A,GRB100901A_433065.png,6,7,11,20,"[15, 5, 12, 0, 1, 24]"
GRB100902A,GRB100902A_433160.png,1,1,11,2,"[1, 7, 6, 0, 0, 2]"
GRB100904A,GRB100904A_433273.png,4,4,16,0,"[13, 2, 13, 0, 1, 1]"
GRB100905A,GRB100905A_433442.png,15,0,0,0,"[14, 0, 0, 0, 1, 1]"
GRB100906A,GRB100906A_433509.png,2,5,16,0,"[5, 13, 13, 0, 1, 1]"
GRB100915A,GRB100915A_434178.png,5,6,9,30,"[10, 1, 5, 0, 4, 37]"
GRB100917A,GRB100917A_434360.png,7,12,9,6,"[3, 17, 11, 0, 3, 11]"
GRB100924A,GRB100924A_434843.png,0,1,11,1,"[5, 4, 8, 0, 1, 2]"
GRB100928A,GRB100928A_435160.png,15,0,1,1,"[15, 2, 0, 0, 0, 1]"
GRB101008A,GRB101008A_435903.png,15,22,2,5,"[11, 23, 7, 0, 1, 6]"
GRB101011A,GRB101011A_436094.png,2,11,2,1,"[1, 13, 4, 0, 0, 1]"
GRB101017A,GRB101017A_436429.png,2,16,1,3,"[0, 16, 10, 0, 0, 3]"
GRB101020A,GRB101020A_436737.png,6,2,12,30,"[4, 6, 7, 0, 2, 33]"
GRB101023A,GRB101023A_436981.png,21,10,30,3,"[39, 20, 21, 0, 2, 5]"
GRB101024A,GRB101024A_437016.png,1,2,12,0,"[11, 3, 4, 0, 0, 0]"
GRB101030A,GRB101030A_437408.png,6,13,27,4,"[22, 17, 18, 0, 2, 6]"
GRB101117B,GRB101117B_438675.png,12,0,0,0,"[8, 3, 0, 0, 1, 1]"
GRB101201A,None,11,1,17,10,"[5, 1, 3, 0, 18, 30]"
GRB101204A,None,18,1,14,5,"[14, 3, 3, 0, 12, 19]"
GRB101213A,GRB101213A_440285.png,14,31,1,5,"[1, 42, 5, 0, 1, 6]"
GRB101219A,GRB101219A_440606.png,11,1,0,0,"[8, 5, 0, 0, 0, 0]"
GRB101219B,GRB101219B_440635.png,6,2,18,19,"[8, 2, 11, 0, 5, 25]"
GRB101224A,GRB101224A_440955.png,11,0,1,0,"[7, 2, 2, 0, 1, 1]"
GRB110102A,GRB110102A_441454.png,0,0,11,0,"[9, 3, 6, 0, 0, 0]"
GRB110106A,GRB110106A_441664.png,12,1,0,0,"[9, 4, 0, 0, 0, 0]"
GRB110106B,GRB110106B_441676.png,1,6,19,1,"[8, 7, 18, 0, 0, 1]"
GRB110112A,GRB110112A_442039.png,15,0,3,1,"[10, 3, 1, 0, 5, 6]"
GRB110119A,GRB110119A_442978.png,1,4,16,1,"[5, 2, 15, 0, 1, 2]"
GRB110128A,GRB110128A_443861.png,13,10,17,8,"[12, 12, 20, 0, 4, 12]"
GRB110201A,GRB110201A_444230.png,14,16,12,2,"[9, 29, 11, 0, 2, 4]"
GRB110205A,GRB110205A_444643.png,4,4,15,2,"[11, 5, 14, 0, 1, 3]"
GRB110207A,GRB110207A_444912.png,0,3,15,4,"[2, 6, 14, 0, 1, 5]"
GRB110208A,GRB110208A_445038.png,20,15,7,4,"[14, 15, 12, 0, 5, 9]"
GRB110210A,GRB110210A_445141.png,0,0,0,12,"[0, 0, 0, 0, 0, 12]"
GRB110212A,GRB110212A_445321.png,13,0,1,0,"[12, 0, 0, 0, 2, 2]"
GRB110213A,GRB110213A_445414.png,26,6,13,2,"[30, 10, 21, 0, 1, 4]"
GRB110223A,GRB110223A_446674.png,21,15,4,3,"[7, 31, 3, 0, 3, 6]"
GRB110223B,GRB110223B_446677.png,4,7,27,13,"[14, 4, 24, 0, 6, 21]"
GRB110305A,GRB110305A_448229.png,4,1,12,2,"[11, 1, 11, 0, 1, 3]"
GRB110312A,GRB110312A_449074.png,13,9,18,7,"[18, 5, 16, 0, 4, 11]"
GRB110315A,GRB110315A_449399.png,0,5,16,4,"[8, 4, 16, 0, 1, 5]"
GRB110318A,GRB110318A_449542.png,19,5,20,2,"[23, 16, 18, 0, 3, 5]"
GRB110318B,GRB110318B_449549.png,24,1,8,3,"[26, 3, 7, 0, 0, 3]"
GRB110319A,GRB110319A_449578.png,1,7,22,0,"[18, 9, 14, 0, 0, 1]"
GRB110402A,GRB110402A_450545.png,4,13,3,0,"[6, 9, 9, 0, 1, 1]"
GRB110407A,GRB110407A_450884.png,5,19,6,22,"[6, 14, 13, 0, 3, 28]"
GRB110411A,GRB110411A_451165.png,0,3,15,0,"[14, 2, 8, 0, 0, 0]"
GRB110412A,GRB110412A_451191.png,24,15,7,2,"[10, 33, 9, 0, 3, 5]"
GRB110414A,GRB110414A_451343.png,1,4,14,3,"[7, 6, 7, 0, 1, 4]"
GRB110420A,GRB110420A_451757.png,16,4,3,1,"[15, 5, 6, 0, 2, 3]"
GRB110420B,GRB110420B_451794.png,21,2,16,14,"[19, 3, 3, 0, 12, 28]"
GRB110422A,GRB110422A_451901.png,21,8,10,5,"[26, 6, 16, 0, 0, 5]"
GRB110503A,GRB110503A_452685.png,26,9,1,0,"[20, 13, 2, 0, 3, 3]"
GRB110519A,GRB110519A_453628.png,27,17,0,1,"[1, 42, 3, 0, 0, 1]"
GRB110520A,GRB110520A_453747.png,22,15,6,2,"[6, 35, 9, 0, 1, 3]"
GRB110521A,GRB110521A_453788.png,10,17,3,11,"[15, 10, 13, 0, 0, 11]"
GRB110530A,GRB110530A_454473.png,14,5,16,7,"[10, 2, 17, 0, 6, 13]"
GRB110610A,GRB110610A_455155.png,0,3,12,0,"[6, 2, 11, 0, 2, 2]"
GRB110625A,GRB110625A_456073.png,6,16,24,2,"[26, 8, 23, 0, 0, 2]"
GRB110709A,GRB110709A_456939.png,0,3,11,2,"[4, 2, 11, 0, 0, 2]"
GRB110709B,GRB110709B_456967.png,0,0,11,1,"[10, 2, 5, 0, 0, 1]"
GRB110715A,GRB110715A_457330.png,19,12,21,2,"[41, 7, 14, 0, 0, 2]"
GRB110719A,GRB110719A_457553.png,7,16,17,4,"[1, 25, 18, 0, 1, 5]"
GRB110726A,GRB110726A_458059.png,15,0,0,0,"[14, 1, 0, 0, 0, 0]"
GRB110731A,GRB110731A_458448.png,27,20,5,2,"[15, 33, 9, 0, 2, 4]"
GRB110801A,GRB110801A_458521.png,0,3,19,2,"[11, 11, 8, 0, 2, 4]"
GRB110808A,GRB110808A_458918.png,12,19,6,8,"[2, 23, 9, 0, 1, 11]"
GRB110818A,GRB110818A_500914.png,8,15,13,7,"[8, 12, 17, 0, 2, 10]"
GRB110820A,GRB110820A_501095.png,8,15,13,13,"[13, 9, 10, 0, 8, 24]"
GRB110827A,GRB110827A_501520.png,10,5,14,8,"[9, 5, 10, 0, 6, 15]"
GRB110915A,GRB110915A_503219.png,0,3,17,1,"[7, 4, 15, 0, 1, 2]"
GRB110921A,GRB110921A_503652.png,4,3,12,2,"[5, 3, 12, 0, 2, 4]"
GRB110928A,GRB110928A_504215.png,13,4,13,17,"[13, 2, 14, 0, 5, 22]"
GRB111005A,GRB111005A_504779.png,10,12,15,7,"[15, 3, 22, 0, 4, 11]"
GRB111008A,GRB111008A_505054.png,3,24,16,3,"[26, 13, 21, 0, 0, 3]"
GRB111016A,GRB111016A_505646.png,4,8,11,20,"[9, 4, 15, 0, 1, 22]"
GRB111018A,GRB111018A_505801.png,0,3,13,3,"[7, 3, 9, 0, 1, 4]"
GRB111020A,GRB111020A_505926.png,11,0,2,0,"[9, 1, 1, 0, 2, 2]"
GRB111022A,GRB111022A_506070.png,17,1,5,0,"[17, 0, 7, 0, 1, 1]"
GRB111022B,GRB111022B_506074.png,5,1,6,28,"[6, 0, 6, 0, 1, 30]"
GRB111026A,GRB111026A_506291.png,11,1,0,0,"[6, 6, 0, 0, 0, 0]"
GRB111029A,GRB111029A_506519.png,26,10,9,3,"[20, 13, 13, 0, 3, 6]"
GRB111103A,GRB111103A_506902.png,1,1,12,2,"[5, 4, 10, 0, 0, 2]"
GRB111103B,GRB111103B_506903.png,5,23,12,2,"[27, 13, 24, 0, 0, 2]"
GRB111107A,GRB111107A_507185.png,20,21,3,5,"[2, 39, 4, 0, 1, 6]"
GRB111109A,GRB111109A_507342.png,4,4,16,2,"[10, 4, 8, 0, 5, 8]"
GRB111117A,GRB111117A_507901.png,11,0,1,0,"[6, 2, 1, 0, 2, 3]"
GRB111121A,GRB111121A_508161.png,15,24,3,2,"[21, 16, 11, 0, 2, 4]"
GRB111123A,GRB111123A_508319.png,3,19,17,6,"[16, 9, 27, 0, 2, 9]"
GRB111129A,GRB111129A_508712.png,1,1,10,2,"[7, 1, 6, 0, 0, 2]"
GRB111204A,GRB111204A_509018.png,18,18,7,4,"[11, 21, 17, 0, 3, 8]"
GRB111209A,GRB111209A_509337.png,0,4,14,29,"[3, 4, 9, 0, 7, 38]"
GRB111210A,GRB111210A_509419.png,5,2,17,3,"[10, 3, 10, 0, 4, 7]"
GRB111212A,GRB111212A_509543.png,6,10,12,14,"[3, 16, 11, 0, 3, 19]"
GRB111215A,GRB111215A_509717.png,0,0,1,15,"[1, 0, 1, 0, 0, 15]"
