Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Follow
GRB111225A,GRB111225A_510341.png,5,14,2,1,"[2, 19, 5, 0, 0, 2]"
GRB111228A,GRB111228A_510649.png,0,1,12,0,"[10, 1, 3, 0, 0, 0]"
GRB111229A,GRB111229A_510736.png,14,19,11,1,"[25, 8, 19, 0, 4, 6]"
GRB120102A,GRB120102A_510922.png,15,8,21,3,"[19, 17, 17, 0, 3, 7]"
GRB120106A,GRB120106A_511235.png,12,17,14,1,"[20, 11, 22, 0, 1, 2]"
GRB120116A,GRB120116A_511866.png,12,10,25,6,"[17, 26, 27, 0, 2, 8]"
GRB120118B,GRB120118B_512003.png,18,2,5,0,"[12, 11, 5, 0, 0, 0]"
GRB120119A,GRB120119A_512035.png,27,17,3,2,"[21, 18, 8, 0, 3, 5]"
GRB120121A,GRB120121A_512164.png,12,8,19,10,"[13, 3, 20, 0, 3, 13]"
GRB120211A,GRB120211A_514586.png,1,4,17,20,"[9, 1, 12, 0, 3, 24]"
GRB120212A,GRB120212A_514709.png,13,1,1,0,"[4, 11, 1, 0, 0, 0]"
GRB120213A,GRB120213A_514767.png,4,13,2,0,"[0, 18, 2, 0, 0, 0]"
GRB120215A,GRB120215A_515015.png,29,6,14,5,"[25, 12, 14, 0, 2, 7]"
GRB120218A,GRB120218A_515277.png,0,1,11,0,"[5, 2, 9, 0, 0, 0]"
GRB120219A,GRB120219A_515375.png,2,13,10,28,"[6, 5, 15, 0, 6, 35]"
GRB120224A,GRB120224A_515976.png,26,10,6,2,"[14, 21, 7, 0, 2, 5]"
GRB120229A,GRB120229A_516571.png,15,0,1,0,"[13, 2, 0, 0, 1, 1]"
GRB120305A,GRB120305A_516997.png,12,2,1,1,"[12, 2, 1, 0, 0, 1]"
GRB120308A,GRB120308A_517234.png,22,8,5,7,"[27, 4, 9, 0, 2, 9]"
GRB120311A,GRB120311A_517469.png,11,1,0,0,"[7, 2, 2, 0, 0, 0]"
GRB120311B,GRB120311B_517489.png,0,3,12,1,"[8, 2, 10, 0, 1, 2]"
GRB120312A,GRB120312A_517566.png,17,13,10,4,"[9, 23, 13, 0, 3, 7]"
GRB120320A,GRB120320A_518200.png,2,2,24,23,"[10, 1, 11, 0, 4, 29]"
GRB120324A,GRB120324A_518507.png,4,4,12,2,"[5, 7, 15, 0, 2, 4]"
GRB120326A,GRB120326A_518626.png,27,4,9,4,"[19, 21, 8, 0, 4, 9]"
GRB120327A,GRB120327A_518731.png,12,6,20,3,"[17, 12, 20, 0, 1, 4]"
GRB120328A,GRB120328A_518792.png,1,2,14,3,"[6, 4, 12, 0, 1, 4]"
GRB120401A,GRB120401A_519043.png,0,5,2,16,"[1, 1, 3, 0, 1, 18]"
GRB120403A,GRB120403A_519211.png,14,0,0,0,"[12, 1, 2, 0, 0, 0]"
GRB120403B,GRB120403B_519256.png,20,2,18,3,"[27, 2, 13, 0, 3, 6]"
GRB120404A,GRB120404A_519380.png,12,12,9,5,"[6, 15, 11, 0, 3, 8]"
GRB120422A,GRB120422A_520658.png,4,14,21,11,"[17, 6, 22, 0, 1, 12]"
GRB120514A,GRB120514A_522197.png,6,20,10,2,"[16, 14, 19, 0, 0, 5]"
GRB120521A,GRB120521A_522578.png,15,0,0,1,"[14, 0, 0, 0, 1, 2]"
GRB120521B,GRB120521B_522586.png,5,15,4,0,"[1, 15, 9, 0, 3, 4]"
GRB120521C,GRB120521C_522656.png,18,23,1,3,"[3, 38, 3, 0, 0, 3]"
GRB120612A,GRB120612A_524128.png,7,13,14,23,"[2, 18, 15, 0, 3, 29]"
GRB120624B,GRB120624B_525068.png,0,3,17,4,"[11, 3, 17, 0, 0, 4]"
GRB120630A,GRB120630A_525451.png,11,1,0,0,"[11, 1, 0, 0, 0, 0]"
GRB120701A,GRB120701A_525477.png,0,1,13,0,"[4, 4, 9, 0, 0, 0]"
GRB120703A,GRB120703A_525671.png,11,1,0,0,"[10, 1, 3, 0, 0, 0]"
GRB120711B,GRB120711B_526270.png,2,1,2,11,"[4, 0, 2, 0, 1, 12]"
GRB120712A,GRB120712A_526351.png,16,6,16,6,"[16, 4, 17, 0, 6, 12]"
GRB120714A,GRB120714A_526593.png,14,22,5,1,"[4, 29, 9, 0, 4, 5]"
GRB120714B,GRB120714B_526642.png,3,2,2,14,"[1, 6, 1, 0, 1, 15]"
GRB120722A,GRB120722A_528195.png,0,2,17,5,"[7, 1, 14, 0, 1, 7]"
GRB120724A,GRB120724A_528443.png,3,4,5,16,"[3, 2, 5, 0, 2, 19]"
GRB120728A,GRB120728A_529021.png,5,12,19,5,"[6, 14, 22, 0, 2, 9]"
GRB120729A,GRB120729A_529095.png,22,26,1,3,"[5, 38, 4, 0, 1, 4]"
GRB120802A,GRB120802A_529486.png,18,9,14,2,"[16, 17, 13, 0, 4, 6]"
GRB120803A,GRB120803A_529582.png,18,7,10,6,"[14, 13, 8, 0, 2, 9]"
GRB120803B,GRB120803B_529606.png,20,21,2,5,"[6, 37, 4, 0, 0, 5]"
GRB120804A,GRB120804A_529686.png,11,1,0,0,"[12, 0, 0, 0, 0, 0]"
GRB120805A,GRB120805A_530031.png,3,5,15,22,"[5, 6, 11, 0, 4, 27]"
GRB120807A,GRB120807A_530267.png,22,20,5,0,"[14, 21, 14, 0, 2, 2]"
GRB120811A,GRB120811A_530581.png,19,5,17,2,"[31, 4, 12, 0, 1, 3]"
GRB120811C,GRB120811C_530689.png,14,3,0,0,"[16, 2, 3, 0, 0, 0]"
GRB120815A,GRB120815A_531003.png,31,11,0,5,"[6, 36, 3, 0, 0, 5]"
GRB120816A,GRB120816A_531223.png,14,4,0,0,"[3, 13, 0, 0, 2, 2]"
GRB120817A,GRB120817A_531267.png,2,12,18,5,"[17, 3, 19, 0, 1, 6]"
GRB120817B,None,11,2,27,10,"[8, 0, 0, 0, 30, 40]"
GRB120819A,GRB120819A_531428.png,6,7,11,24,"[5, 7, 14, 0, 3, 27]"
GRB120907A,GRB120907A_532871.png,23,9,6,3,"[16, 12, 12, 0, 2, 6]"
GRB120909A,GRB120909A_533060.png,6,23,13,9,"[4, 21, 16, 0, 5, 17]"
GRB120911A,GRB120911A_533268.png,8,11,18,1,"[24, 7, 13, 0, 0, 1]"
GRB120913A,GRB120913A_533568.png,2,3,16,0,"[10, 11, 6, 0, 2, 2]"
GRB120913B,GRB120913B_533613.png,3,4,13,1,"[11, 3, 12, 0, 1, 2]"
GRB120918A,GRB120918A_534015.png,3,25,18,5,"[17, 15, 25, 0, 1, 6]"
GRB120922A,GRB120922A_534394.png,0,2,13,1,"[8, 7, 11, 0, 0, 1]"
GRB120923A,GRB120923A_534402.png,3,4,24,17,"[9, 1, 18, 0, 6, 25]"
GRB120927A,GRB120927A_534815.png,16,11,13,2,"[16, 23, 22, 0, 0, 3]"
GRB121001A,GRB121001A_535026.png,9,14,7,18,"[0, 21, 11, 0, 3, 21]"
GRB121011A,GRB121011A_535764.png,1,11,0,0,"[5, 7, 2, 0, 0, 0]"
GRB121014A,GRB121014A_535960.png,0,2,12,1,"[11, 4, 8, 0, 0, 1]"
GRB121017A,GRB121017A_536172.png,9,1,3,0,"[7, 1, 3, 0, 2, 2]"
GRB121024A,GRB121024A_536580.png,12,20,6,4,"[20, 5, 18, 0, 2, 7]"
GRB121027A,GRB121027A_536831.png,9,19,7,3,"[8, 23, 16, 0, 0, 3]"
GRB121028A,GRB121028A_536897.png,10,0,2,0,"[7, 1, 1, 0, 3, 3]"
GRB121031A,GRB121031A_537195.png,4,15,23,2,"[24, 12, 16, 0, 1, 4]"
GRB121102A,GRB121102A_537266.png,5,15,2,0,"[4, 18, 5, 0, 0, 0]"
GRB121108A,GRB121108A_537921.png,0,2,16,2,"[4, 3, 11, 0, 2, 4]"
GRB121117A,GRB121117A_538696.png,24,15,4,4,"[8, 30, 14, 0, 0, 4]"
GRB121123A,GRB121123A_539358.png,26,14,5,5,"[9, 32, 9, 0, 0, 5]"
GRB121125A,GRB121125A_539563.png,5,13,20,4,"[16, 9, 23, 0, 2, 6]"
GRB121128A,GRB121128A_539866.png,19,11,21,1,"[22, 9, 30, 0, 4, 5]"
GRB121201A,GRB121201A_540178.png,0,4,16,4,"[6, 2, 15, 0, 1, 6]"
GRB121202A,GRB121202A_540255.png,2,4,15,3,"[5, 4, 15, 0, 2, 5]"
GRB121209A,GRB121209A_540964.png,0,4,18,3,"[11, 7, 13, 0, 0, 3]"
GRB121211A,GRB121211A_541200.png,3,12,18,10,"[19, 5, 17, 0, 2, 12]"
GRB121212A,GRB121212A_541371.png,28,8,16,6,"[27, 13, 8, 0, 6, 12]"
GRB121217A,GRB121217A_542441.png,0,0,11,2,"[5, 5, 7, 0, 0, 2]"
GRB121226A,GRB121226A_544027.png,15,0,1,0,"[16, 0, 0, 0, 0, 0]"
GRB121229A,GRB121229A_544347.png,1,1,3,15,"[2, 1, 2, 0, 1, 16]"
GRB130102A,GRB130102A_544784.png,2,5,3,18,"[1, 9, 3, 0, 1, 19]"
GRB130122A,GRB130122A_546731.png,6,11,7,22,"[0, 14, 9, 0, 3, 25]"
GRB130131A,GRB130131A_547407.png,4,16,23,5,"[23, 12, 14, 0, 0, 6]"
GRB130131B,GRB130131B_547420.png,26,8,13,3,"[20, 17, 13, 0, 4, 8]"
GRB130206A,GRB130206A_547918.png,0,23,14,8,"[12, 8, 24, 0, 1, 12]"
GRB130211A,GRB130211A_548276.png,5,17,17,9,"[9, 14, 24, 0, 4, 14]"
GRB130215A,GRB130215A_548760.png,13,17,9,9,"[5, 23, 12, 0, 2, 12]"
GRB130216A,GRB130216A_548927.png,29,4,9,1,"[25, 5, 9, 0, 7, 8]"
GRB130305A,None,12,0,4,2,"[10, 1, 1, 0, 5, 7]"
GRB130306A,GRB130306A_550457.png,2,10,1,0,"[1, 11, 4, 0, 0, 0]"
GRB130313A,GRB130313A_550906.png,12,0,1,0,"[11, 0, 1, 0, 0, 0]"
GRB130315A,GRB130315A_551126.png,2,17,29,5,"[21, 34, 26, 0, 1, 8]"
GRB130327A,GRB130327A_552063.png,12,0,1,0,"[10, 2, 2, 0, 0, 0]"
GRB130408A,GRB130408A_553132.png,13,4,3,0,"[14, 5, 3, 0, 2, 2]"
GRB130418A,GRB130418A_553847.png,1,2,2,19,"[0, 3, 0, 0, 2, 22]"
GRB130419A,GRB130419A_553918.png,5,4,5,16,"[2, 8, 5, 0, 1, 17]"
GRB130420A,GRB130420A_553977.png,15,2,4,0,"[17, 1, 4, 0, 2, 2]"
GRB130420B,GRB130420B_553996.png,18,2,1,1,"[16, 5, 0, 0, 1, 2]"
GRB130427A,GRB130427A_554620.png,18,23,8,2,"[19, 26, 11, 0, 0, 2]"
GRB130427B,GRB130427B_554635.png,18,16,2,3,"[16, 17, 6, 0, 0, 3]"
GRB130502A,GRB130502A_554996.png,23,12,5,3,"[12, 18, 12, 0, 1, 4]"
GRB130504A,GRB130504A_555096.png,9,15,15,4,"[14, 17, 17, 0, 2, 7]"
GRB130505A,GRB130505A_555163.png,30,24,1,2,"[17, 31, 2, 0, 7, 9]"
GRB130508A,GRB130508A_555413.png,6,17,12,10,"[2, 22, 11, 0, 5, 16]"
GRB130511A,GRB130511A_555600.png,12,1,2,0,"[7, 3, 2, 0, 3, 3]"
GRB130514A,GRB130514A_555821.png,5,29,14,0,"[15, 30, 22, 0, 2, 3]"
GRB130515A,GRB130515A_555880.png,12,0,0,1,"[12, 0, 0, 0, 0, 1]"
GRB130518A,None,14,2,24,4,"[8, 6, 3, 0, 23, 27]"
GRB130521A,GRB130521A_556344.png,17,5,2,0,"[12, 12, 1, 0, 0, 0]"
GRB130527A,GRB130527A_556753.png,17,20,12,3,"[23, 14, 20, 0, 5, 9]"
GRB130528A,GRB130528A_556870.png,20,23,6,3,"[14, 23, 15, 0, 0, 5]"
GRB130529A,GRB130529A_556930.png,5,11,18,19,"[15, 6, 17, 0, 3, 24]"
GRB130603A,GRB130603A_557274.png,14,16,5,7,"[16, 11, 9, 0, 1, 8]"
GRB130603B,GRB130603B_557310.png,12,0,0,2,"[10, 0, 0, 0, 2, 4]"
GRB130604A,GRB130604A_557354.png,13,19,2,7,"[2, 30, 6, 0, 0, 8]"
GRB130605A,GRB130605A_557508.png,13,3,2,0,"[12, 2, 3, 0, 2, 2]"
GRB130606A,GRB130606A_557589.png,14,5,21,3,"[29, 5, 12, 0, 1, 4]"
GRB130608A,GRB130608A_557771.png,2,3,18,30,"[9, 5, 9, 0, 4, 35]"
GRB130609A,GRB130609A_557782.png,15,3,2,0,"[11, 10, 2, 0, 1, 1]"
GRB130609B,GRB130609B_557828.png,6,23,18,1,"[12, 27, 17, 0, 1, 3]"
GRB130610A,GRB130610A_557845.png,17,18,2,4,"[8, 29, 5, 0, 0, 4]"
GRB130612A,GRB130612A_557976.png,17,2,0,0,"[13, 6, 1, 0, 0, 0]"
GRB130615A,GRB130615A_558271.png,0,1,0,12,"[0, 1, 1, 0, 0, 12]"
GRB130625A,GRB130625A_558982.png,22,2,5,0,"[20, 2, 7, 0, 4, 4]"
GRB130626A,GRB130626A_559075.png,16,0,2,0,"[12, 1, 2, 0, 3, 3]"
GRB130627A,GRB130627A_559132.png,18,5,15,7,"[17, 6, 15, 0, 5, 12]"
GRB130627B,GRB130627B_559139.png,19,21,5,2,"[13, 26, 10, 0, 2, 5]"
GRB130701A,GRB130701A_559482.png,18,1,4,1,"[13, 7, 3, 0, 3, 4]"
GRB130716A,GRB130716A_561974.png,23,18,3,7,"[29, 7, 8, 0, 5, 13]"
GRB130719A,GRB130719A_562625.png,4,0,4,17,"[0, 3, 4, 0, 2, 21]"
GRB130722A,GRB130722A_563213.png,4,3,13,0,"[13, 3, 13, 0, 0, 0]"
GRB130725A,GRB130725A_563980.png,6,12,12,14,"[14, 4, 9, 0, 5, 19]"
GRB130725B,GRB130725B_564028.png,15,3,1,0,"[1, 17, 1, 0, 0, 0]"
GRB130727A,GRB130727A_564342.png,24,13,17,2,"[25, 16, 26, 0, 2, 4]"
GRB130803A,GRB130803A_565263.png,10,15,18,3,"[28, 13, 10, 0, 2, 5]"
GRB130806A,GRB130806A_565562.png,23,4,29,3,"[34, 5, 15, 0, 4, 7]"
GRB130807A,GRB130807A_565651.png,4,12,3,3,"[6, 14, 4, 0, 1, 4]"
GRB130812A,GRB130812A_566228.png,2,5,15,3,"[6, 4, 15, 0, 2, 5]"
GRB130816A,GRB130816A_566545.png,2,1,15,0,"[13, 0, 7, 0, 1, 1]"
GRB130816B,GRB130816B_566561.png,11,0,0,0,"[7, 0, 0, 0, 4, 4]"
GRB130822A,GRB130822A_567163.png,11,2,9,20,"[10, 3, 2, 0, 7, 29]"
GRB130829A,GRB130829A_568417.png,22,9,9,1,"[31, 7, 9, 0, 2, 4]"
GRB130831A,GRB130831A_568849.png,12,21,6,1,"[4, 36, 7, 0, 1, 2]"
GRB130831B,GRB130831B_568855.png,20,8,9,4,"[20, 9, 16, 0, 0, 4]"
GRB130907A,GRB130907A_569992.png,6,14,13,9,"[11, 12, 19, 0, 3, 13]"
GRB130912A,GRB130912A_570465.png,15,0,1,1,"[13, 1, 3, 0, 0, 1]"
GRB130919A,GRB130919A_571271.png,3,7,14,25,"[5, 6, 12, 0, 4, 31]"
GRB130925A,GRB130925A_571830.png,4,13,1,2,"[2, 15, 4, 0, 0, 2]"
GRB130929A,GRB130929A_572308.png,15,4,1,0,"[7, 10, 3, 0, 1, 1]"
GRB131002A,GRB131002A_572721.png,1,2,12,1,"[6, 9, 4, 0, 0, 1]"
GRB131002B,GRB131002B_572742.png,14,12,7,6,"[5, 22, 9, 0, 0, 6]"
GRB131004A,GRB131004A_573190.png,15,1,1,0,"[10, 6, 2, 0, 0, 0]"
GRB131018A,GRB131018A_574935.png,9,9,14,13,"[9, 8, 20, 0, 1, 14]"
GRB131024A,GRB131024A_575707.png,7,10,24,9,"[15, 12, 16, 0, 4, 15]"
GRB131024B,GRB131024B_575754.png,3,10,10,24,"[0, 10, 9, 0, 3, 30]"
GRB131030A,GRB131030A_576238.png,28,17,0,3,"[13, 26, 5, 0, 3, 6]"
GRB131031A,None,3,5,17,4,"[5, 6, 9, 0, 5, 11]"
GRB131103A,GRB131103A_576562.png,20,6,14,4,"[18, 5, 19, 0, 8, 14]"
GRB131105A,GRB131105A_576738.png,1,1,12,4,"[10, 0, 9, 0, 0, 4]"
GRB131117A,GRB131117A_577968.png,18,11,17,3,"[20, 11, 24, 0, 2, 5]"
GRB131120A,GRB131120A_578227.png,0,0,1,11,"[0, 0, 0, 0, 1, 12]"
GRB131127A,GRB131127A_579571.png,0,2,15,1,"[6, 3, 12, 0, 1, 2]"
GRB131128A,GRB131128A_579683.png,11,0,0,0,"[9, 1, 0, 0, 1, 1]"
GRB131202A,GRB131202A_579982.png,9,16,10,6,"[10, 14, 10, 0, 3, 11]"
GRB131205A,GRB131205A_580267.png,0,1,12,1,"[6, 3, 3, 0, 1, 2]"
GRB131226A,GRB131226A_582123.png,19,16,11,4,"[15, 13, 18, 0, 3, 7]"
GRB131227A,GRB131227A_582184.png,7,17,18,2,"[2, 32, 16, 0, 0, 2]"
GRB131229A,GRB131229A_582374.png,13,11,13,4,"[15, 9, 17, 0, 2, 6]"
GRB140102A,GRB140102A_582760.png,13,2,0,0,"[9, 4, 1, 0, 1, 1]"
GRB140103A,GRB140103A_582773.png,26,5,15,4,"[38, 3, 10, 0, 0, 4]"
GRB140108A,GRB140108A_583338.png,0,1,13,0,"[11, 1, 4, 0, 0, 0]"
GRB140114A,GRB140114A_583861.png,15,1,5,3,"[18, 0, 6, 0, 1, 5]"
GRB140118A,GRB140118A_584136.png,3,0,13,0,"[11, 1, 5, 0, 1, 1]"
GRB140129A,GRB140129A_585128.png,11,1,1,0,"[8, 5, 2, 0, 0, 0]"
GRB140129B,GRB140129B_585149.png,12,0,1,0,"[12, 1, 0, 0, 0, 0]"
GRB140206A,GRB140206A_585834.png,0,3,12,0,"[7, 7, 5, 0, 0, 0]"
GRB140209A,GRB140209A_586071.png,16,2,1,0,"[12, 4, 3, 0, 2, 2]"
GRB140211A,GRB140211A_586289.png,3,12,3,4,"[2, 10, 4, 0, 3, 8]"
GRB140213A,GRB140213A_586569.png,11,16,11,5,"[11, 18, 12, 0, 3, 8]"
GRB140215A,GRB140215A_586680.png,16,27,6,3,"[6, 39, 8, 0, 2, 5]"
GRB140301A,GRB140301A_589590.png,2,3,9,3,"[5, 1, 7, 0, 1, 4]"
GRB140302A,GRB140302A_589685.png,14,26,5,4,"[2, 39, 7, 0, 1, 5]"
GRB140304A,GRB140304A_590206.png,0,1,12,1,"[5, 4, 7, 0, 1, 2]"
GRB140305A,GRB140305A_590446.png,15,19,7,4,"[2, 36, 9, 0, 0, 4]"
GRB140311A,GRB140311A_591390.png,1,3,12,36,"[6, 1, 10, 0, 2, 39]"
GRB140318A,GRB140318A_592204.png,17,8,16,9,"[16, 7, 12, 0, 7, 19]"
GRB140320A,GRB140320A_592544.png,11,0,0,0,"[8, 1, 1, 0, 1, 1]"
GRB140323A,GRB140323A_592916.png,0,6,13,2,"[8, 3, 15, 0, 1, 3]"
GRB140331A,GRB140331A_594081.png,1,0,4,15,"[1, 1, 2, 0, 3, 18]"
GRB140408A,GRB140408A_595141.png,21,1,2,0,"[13, 9, 1, 0, 0, 0]"
GRB140412A,GRB140412A_595608.png,21,9,13,2,"[15, 20, 14, 0, 1, 3]"
GRB140413A,GRB140413A_595616.png,21,3,18,8,"[17, 3, 18, 0, 8, 17]"
GRB140419A,GRB140419A_596426.png,4,17,28,2,"[20, 25, 25, 0, 3, 6]"
GRB140423A,GRB140423A_596901.png,33,6,13,3,"[33, 4, 16, 0, 2, 6]"
GRB140428A,GRB140428A_597519.png,0,4,15,3,"[9, 2, 11, 0, 0, 4]"
GRB140430A,GRB140430A_597722.png,13,17,11,2,"[27, 7, 16, 0, 4, 6]"
GRB140502A,GRB140502A_597841.png,20,20,5,1,"[4, 37, 8, 0, 0, 2]"
GRB140506A,GRB140506A_598284.png,19,18,7,1,"[27, 9, 9, 0, 3, 4]"
GRB140509A,GRB140509A_598497.png,12,11,11,2,"[11, 11, 12, 0, 2, 4]"
GRB140512A,GRB140512A_598819.png,0,1,15,1,"[16, 0, 4, 0, 0, 1]"
GRB140515A,GRB140515A_599037.png,2,3,15,1,"[8, 3, 13, 0, 2, 3]"
GRB140516A,GRB140516A_599188.png,13,1,1,3,"[9, 4, 0, 0, 2, 5]"
GRB140518A,GRB140518A_599287.png,0,2,14,0,"[6, 4, 9, 0, 3, 3]"
GRB140521A,GRB140521A_599546.png,20,18,7,2,"[7, 31, 11, 0, 1, 3]"
GRB140606A,GRB140606A_600951.png,11,0,1,1,"[9, 1, 0, 0, 2, 3]"
GRB140607A,GRB140607A_601051.png,1,1,4,14,"[3, 1, 3, 0, 1, 15]"
GRB140610A,GRB140610A_601259.png,6,26,13,6,"[5, 24, 28, 0, 1, 7]"
GRB140611A,None,6,1,23,4,"[12, 0, 10, 0, 9, 13]"
GRB140614A,GRB140614A_601646.png,8,4,12,23,"[7, 4, 14, 0, 2, 26]"
GRB140614B,GRB140614B_601662.png,9,16,13,9,"[7, 16, 18, 0, 3, 13]"
GRB140619A,GRB140619A_602080.png,12,12,19,5,"[25, 7, 30, 0, 1, 6]"
GRB140622A,GRB140622A_602278.png,13,6,13,20,"[12, 3, 4, 0, 10, 32]"
GRB140626A,GRB140626A_602604.png,0,3,14,2,"[8, 3, 11, 0, 2, 4]"
GRB140628A,GRB140628A_602803.png,21,10,4,1,"[7, 22, 6, 0, 1, 2]"
GRB140629A,GRB140629A_602884.png,7,10,22,3,"[26, 5, 21, 0, 0, 4]"
GRB140703A,GRB140703A_603243.png,10,24,16,4,"[9, 37, 22, 0, 3, 8]"
GRB140706A,GRB140706A_603587.png,0,3,17,1,"[15, 4, 9, 0, 0, 1]"
GRB140709A,GRB140709A_603810.png,0,3,12,1,"[7, 5, 12, 0, 0, 1]"
GRB140709B,GRB140709B_603866.png,1,17,26,6,"[24, 1, 32, 0, 2, 8]"
GRB140710A,GRB140710A_603954.png,15,3,0,0,"[8, 11, 0, 0, 0, 0]"
GRB140713A,GRB140713A_604232.png,3,3,16,0,"[12, 4, 9, 0, 1, 1]"
GRB140716A-2,None,18,0,4,4,"[19, 1, 1, 0, 2, 7]"
GRB140719A,GRB140719A_605612.png,14,10,16,3,"[14, 18, 23, 0, 3, 6]"
GRB140719B,GRB140719B_605700.png,18,15,14,7,"[10, 19, 19, 0, 3, 11]"
GRB140730A,GRB140730A_607742.png,2,4,12,4,"[11, 5, 11, 0, 0, 4]"
GRB140817A,GRB140817A_609736.png,13,21,16,3,"[33, 6, 21, 0, 2, 5]"
GRB140818B,GRB140818B_609885.png,20,19,2,1,"[13, 17, 5, 0, 4, 7]"
GRB140824A,GRB140824A_610501.png,12,0,0,1,"[9, 3, 1, 0, 0, 1]"
GRB140828A,GRB140828A_610953.png,22,9,8,1,"[30, 3, 8, 0, 2, 4]"
GRB140903A,GRB140903A_611599.png,13,0,0,0,"[11, 0, 1, 0, 1, 1]"
GRB140907A,GRB140907A_611933.png,21,2,6,0,"[22, 1, 9, 0, 1, 1]"
GRB140916A,GRB140916A_612804.png,3,18,12,18,"[6, 8, 14, 0, 7, 29]"
GRB140919A,GRB140919A_613160.png,1,14,12,5,"[8, 9, 18, 0, 0, 5]"
GRB140927A,GRB140927A_613775.png,0,2,15,1,"[10, 0, 6, 0, 4, 5]"
GRB140930B,GRB140930B_614094.png,11,1,0,0,"[7, 4, 1, 0, 0, 0]"
GRB141004A,GRB141004A_614390.png,18,6,0,2,"[10, 14, 4, 0, 0, 2]"
GRB141005A,GRB141005A_614415.png,15,2,0,0,"[11, 5, 0, 0, 1, 1]"
GRB141015A,GRB141015A_615399.png,21,18,4,1,"[2, 32, 15, 0, 0, 1]"
GRB141017A,GRB141017A_615672.png,13,9,25,2,"[27, 18, 16, 0, 1, 3]"
GRB141020A,GRB141020A_615873.png,2,3,14,4,"[12, 1, 14, 0, 0, 4]"
GRB141022A,GRB141022A_616061.png,26,6,16,10,"[32, 1, 11, 0, 6, 18]"
GRB141026A,GRB141026A_616502.png,3,2,13,28,"[6, 2, 7, 0, 2, 32]"
GRB141031A,GRB141031A_617110.png,18,15,9,7,"[21, 9, 10, 0, 6, 17]"
GRB141031B,GRB141031B_617149.png,1,1,12,2,"[6, 4, 6, 0, 3, 6]"
GRB141102A,None,24,4,15,4,"[13, 16, 2, 0, 11, 16]"
GRB141109A,GRB141109A_618024.png,5,5,15,2,"[14, 8, 11, 0, 3, 5]"
GRB141109B,GRB141109B_618032.png,3,2,12,28,"[8, 1, 6, 0, 2, 34]"
GRB141121A,GRB141121A_619182.png,1,0,1,12,"[1, 1, 1, 0, 1, 13]"
GRB141130A,GRB141130A_620090.png,2,7,19,2,"[8, 9, 25, 0, 0, 2]"
GRB141212A,GRB141212A_621229.png,10,0,0,1,"[8, 1, 0, 0, 1, 2]"
GRB141212B,GRB141212B_621234.png,3,3,13,1,"[10, 1, 13, 0, 0, 1]"
GRB141220A,GRB141220A_621915.png,25,13,14,3,"[20, 18, 25, 0, 4, 7]"
GRB141221A,GRB141221A_622006.png,1,1,12,2,"[7, 4, 8, 0, 0, 2]"
GRB141225A,GRB141225A_622476.png,3,16,0,3,"[2, 15, 2, 0, 0, 3]"
GRB150101A,GRB150101A_623158.png,8,1,15,16,"[8, 0, 0, 0, 13, 31]"
GRB150103A,GRB150103A_623368.png,7,10,21,8,"[10, 8, 19, 0, 3, 13]"
GRB150110B,GRB150110B_624606.png,17,5,20,4,"[24, 4, 22, 0, 1, 5]"
GRB150120A,GRB150120A_627137.png,14,0,0,0,"[9, 3, 0, 0, 2, 2]"
GRB150120B,GRB150120B_627170.png,8,3,17,3,"[14, 5, 17, 0, 1, 5]"
GRB150201A,GRB150201A_629302.png,22,23,7,4,"[11, 34, 17, 0, 2, 6]"
GRB150202A,GRB150202A_629547.png,1,3,15,0,"[9, 5, 9, 0, 5, 5]"
GRB150203A,GRB150203A_629578.png,7,14,26,5,"[10, 11, 31, 0, 4, 9]"
GRB150206A,GRB150206A_630019.png,24,13,14,2,"[32, 3, 18, 0, 6, 8]"
GRB150211A,GRB150211A_630714.png,3,4,15,0,"[10, 5, 11, 0, 1, 1]"
GRB150212A,GRB150212A_630876.png,26,12,3,4,"[0, 40, 3, 0, 0, 4]"
GRB150213B,GRB150213B_631051.png,6,19,4,25,"[1, 22, 5, 0, 2, 29]"
GRB150222A,GRB150222A_632180.png,21,11,11,2,"[20, 18, 6, 0, 5, 7]"
GRB150301A,GRB150301A_632995.png,12,0,0,1,"[11, 0, 0, 0, 1, 2]"
GRB150301B,GRB150301B_633180.png,27,23,2,3,"[7, 40, 7, 0, 1, 4]"
GRB150302A,GRB150302A_633237.png,12,10,12,6,"[7, 16, 10, 0, 5, 11]"
GRB150309A,GRB150309A_634200.png,17,24,8,2,"[21, 19, 12, 0, 2, 4]"
GRB150314A,GRB150314A_634795.png,33,15,0,2,"[12, 33, 1, 0, 3, 5]"
GRB150317A,GRB150317A_635148.png,1,6,21,1,"[13, 8, 19, 0, 1, 2]"
GRB150318A,GRB150318A_635289.png,6,9,22,5,"[16, 4, 25, 0, 2, 7]"
GRB150323A,GRB150323A_635887.png,5,3,16,0,"[3, 18, 8, 0, 0, 0]"
GRB150323B,None,16,3,27,9,"[8, 10, 3, 0, 27, 37]"
GRB150323C,GRB150323C_636005.png,5,10,14,15,"[9, 10, 14, 0, 3, 19]"
GRB150403A,GRB150403A_637044.png,15,2,2,1,"[15, 3, 1, 0, 0, 1]"
GRB150413A,GRB150413A_637899.png,10,8,16,5,"[19, 5, 16, 0, 1, 7]"
